"ExperimentNumber","Trial","ChoseSugar","ChoseWater","nHits","cumulativeHitsAtTrialStart","CorrectSide","PositionSet","Euclid","dtStart","dtEnd","trialDuration","cumulativeDurationAtTrialStart","stoppingCondition","ExperimentDisplayName","experimentClass","axisID"
1,1,13,14,27,0,1,1,1.01313379376811,2017-06-13 16:24:00,2017-06-13 16:35:00,11,0,0,"Green v Red","spectral",NA
1,2,12,14,26,27,-1,1,1.01313379376811,2017-06-13 16:35:00,2017-06-13 17:01:00,26,11,0,"Green v Red","spectral",NA
1,3,15,10,25,53,1,2,1.01313379376811,2017-06-13 17:01:00,2017-06-13 17:19:00,18,37,0,"Green v Red","spectral",NA
1,4,17,8,25,78,-1,2,1.01313379376811,2017-06-13 17:19:00,2017-06-13 17:40:00,21,55,0,"Green v Red","spectral",NA
1,5,16,9,25,103,1,3,1.01313379376811,2017-06-13 17:40:00,2017-06-13 17:55:00,15,76,0,"Green v Red","spectral",NA
1,6,13,12,25,128,-1,3,1.01313379376811,2017-06-13 17:55:00,2017-06-13 18:28:00,33,91,0,"Green v Red","spectral",NA
1,7,17,8,25,153,1,4,1.01313379376811,2017-06-13 18:28:00,2017-06-13 18:45:00,17,124,0,"Green v Red","spectral",NA
1,8,15,10,25,178,-1,4,1.01313379376811,2017-06-13 18:45:00,2017-06-13 18:57:00,12,141,0,"Green v Red","spectral",NA
1,9,15,10,25,203,1,5,1.01313379376811,2017-06-13 18:57:00,2017-06-13 19:09:00,12,153,0,"Green v Red","spectral",NA
1,10,16,9,25,228,-1,5,1.01313379376811,2017-06-13 19:09:00,2017-06-13 19:27:00,18,165,0,"Green v Red","spectral",NA
1,11,18,7,25,253,1,6,1.01313379376811,2017-06-13 19:27:00,2017-06-13 19:45:00,18,183,0,"Green v Red","spectral",NA
1,12,12,14,26,278,-1,6,1.01313379376811,2017-06-13 19:45:00,2017-06-13 19:55:00,10,201,0,"Green v Red","spectral",NA
2,1,16,9,25,0,1,1,1.01464961398257,2017-06-14 08:36:00,2017-06-14 08:53:00,17,0,0,"Red v Green","spectral",NA
2,2,10,15,25,25,-1,1,1.01464961398257,2017-06-14 08:54:00,2017-06-14 09:16:00,22,17,0,"Red v Green","spectral",NA
2,3,18,7,25,50,1,2,1.01464961398257,2017-06-14 09:17:00,2017-06-14 09:39:00,22,39,0,"Red v Green","spectral",NA
2,4,14,11,25,75,-1,2,1.01464961398257,2017-06-14 09:41:00,2017-06-14 09:59:00,18,61,0,"Red v Green","spectral",NA
2,5,16,9,25,100,1,3,1.01464961398257,2017-06-14 10:00:00,2017-06-14 10:24:00,24,79,0,"Red v Green","spectral",NA
2,6,15,10,25,125,-1,3,1.01464961398257,2017-06-14 10:25:00,2017-06-14 10:39:00,14,103,0,"Red v Green","spectral",NA
2,7,19,6,25,150,1,4,1.01464961398257,2017-06-14 10:40:00,2017-06-14 11:02:00,22,117,0,"Red v Green","spectral",NA
2,8,15,10,25,175,-1,4,1.01464961398257,2017-06-14 11:07:00,2017-06-14 11:27:00,20,139,0,"Red v Green","spectral",NA
2,9,17,8,25,200,1,5,1.01464961398257,2017-06-14 11:28:00,2017-06-14 11:47:00,19,159,0,"Red v Green","spectral",NA
2,10,13,12,25,225,-1,5,1.01464961398257,2017-06-14 11:52:00,2017-06-14 12:11:00,19,178,0,"Red v Green","spectral",NA
2,11,18,7,25,250,1,6,1.01464961398257,2017-06-14 13:55:00,2017-06-14 14:18:00,23,197,0,"Red v Green","spectral",NA
2,12,15,10,25,275,-1,6,1.01464961398257,2017-06-14 14:19:00,2017-06-14 14:40:00,21,220,0,"Red v Green","spectral",NA
3,1,14,11,25,0,1,1,0.00707022492675299,2017-06-13 10:17:00,2017-06-13 10:26:00,9,0,0,"Null: Green v Green 1","null",1
3,2,12,13,25,25,-1,1,0.00707022492675299,2017-06-13 10:26:00,2017-06-13 10:36:00,10,9,0,"Null: Green v Green 1","null",1
3,3,15,10,25,50,1,2,0.00707022492675299,2017-06-13 10:36:00,2017-06-13 10:46:00,10,19,0,"Null: Green v Green 1","null",1
3,4,10,15,25,75,-1,2,0.00707022492675299,2017-06-13 10:46:00,2017-06-13 11:00:00,14,29,0,"Null: Green v Green 1","null",1
3,5,12,13,25,100,1,3,0.00707022492675299,2017-06-13 11:00:00,2017-06-13 11:12:00,12,43,0,"Null: Green v Green 1","null",1
3,6,8,17,25,125,-1,3,0.00707022492675299,2017-06-13 11:12:00,2017-06-13 11:34:00,22,55,0,"Null: Green v Green 1","null",1
3,7,15,10,25,150,1,4,0.00707022492675299,2017-06-13 11:34:00,2017-06-13 11:47:00,13,77,0,"Null: Green v Green 1","null",1
3,8,12,13,25,175,-1,4,0.00707022492675299,2017-06-13 11:47:00,NA,10,90,0,"Null: Green v Green 1","null",1
3,9,9,16,25,200,-1,5,0.00707022492675299,2017-06-13 13:42:00,2017-06-13 13:50:00,8,100,0,"Null: Green v Green 1","null",1
3,10,10,15,25,225,1,6,0.00707022492675299,2017-06-13 13:50:00,2017-06-13 13:58:00,8,108,0,"Null: Green v Green 1","null",1
3,11,16,9,25,250,-1,6,0.00707022492675299,2017-06-13 13:58:00,2017-06-13 14:07:00,9,116,0,"Null: Green v Green 1","null",1
3,12,12,13,25,275,1,5,0.00707022492675299,2017-06-13 14:07:00,2017-06-13 14:14:00,7,125,0,"Null: Green v Green 1","null",1
4,1,4,0,4,0,1,1,0.00800186564457549,2018-06-14 06:15:00,2018-06-14 06:30:00,15,0,1,"Null: Green v Green 2","null",1
4,2,3,4,7,4,-1,1,0.00800186564457549,2018-06-14 06:30:00,2018-06-14 06:45:00,15,15,1,"Null: Green v Green 2","null",1
4,3,2,1,3,11,1,2,0.00800186564457549,2018-06-14 06:45:00,2018-06-14 07:00:00,15,30,1,"Null: Green v Green 2","null",1
4,4,1,3,4,14,-1,2,0.00800186564457549,2018-06-14 07:00:00,2018-06-14 07:15:00,15,45,1,"Null: Green v Green 2","null",1
4,5,2,1,3,18,1,3,0.00800186564457549,2018-06-14 07:15:00,2018-06-14 07:30:00,15,60,1,"Null: Green v Green 2","null",1
4,6,0,1,1,21,-1,3,0.00800186564457549,2018-06-14 07:30:00,2018-06-14 07:45:00,15,75,1,"Null: Green v Green 2","null",1
4,7,3,0,3,22,1,4,0.00800186564457549,2018-06-14 07:45:00,2018-06-14 08:00:00,15,90,1,"Null: Green v Green 2","null",1
4,8,3,1,4,25,-1,4,0.00800186564457549,2018-06-14 08:00:00,2018-06-14 08:15:00,15,105,1,"Null: Green v Green 2","null",1
4,9,1,1,2,29,1,5,0.00800186564457549,2018-06-14 08:15:00,2018-06-14 08:30:00,15,120,1,"Null: Green v Green 2","null",1
4,10,0,3,3,31,-1,5,0.00800186564457549,2018-06-14 08:30:00,2018-06-14 08:45:00,15,135,1,"Null: Green v Green 2","null",1
4,11,2,2,4,34,1,6,0.00800186564457549,2018-06-14 08:45:00,2018-06-14 09:00:00,15,150,1,"Null: Green v Green 2","null",1
4,12,0,1,1,38,-1,6,0.00800186564457549,2018-06-14 09:00:00,2018-06-14 09:15:00,15,165,1,"Null: Green v Green 2","null",1
4,13,3,0,3,39,1,7,0.00800186564457549,2018-06-14 09:15:00,2018-06-14 09:30:00,15,180,1,"Null: Green v Green 2","null",1
4,14,1,3,4,42,-1,7,0.00800186564457549,2018-06-14 09:30:00,2018-06-14 09:45:00,15,195,1,"Null: Green v Green 2","null",1
4,15,3,1,4,46,1,8,0.00800186564457549,2018-06-14 09:45:00,2018-06-14 10:00:00,15,210,1,"Null: Green v Green 2","null",1
4,16,0,4,4,50,-1,8,0.00800186564457549,2018-06-14 10:00:00,2018-06-14 10:15:00,15,225,1,"Null: Green v Green 2","null",1
4,17,2,1,3,54,1,9,0.00800186564457549,2018-06-14 10:15:00,2018-06-14 10:30:00,15,240,1,"Null: Green v Green 2","null",1
4,18,1,2,3,57,-1,9,0.00800186564457549,2018-06-14 10:30:00,2018-06-14 10:45:00,15,255,1,"Null: Green v Green 2","null",1
4,19,2,4,6,60,1,10,0.00800186564457549,2018-06-14 10:45:00,2018-06-14 11:00:00,15,270,1,"Null: Green v Green 2","null",1
4,20,0,1,1,66,-1,10,0.00800186564457549,2018-06-14 11:00:00,2018-06-14 11:15:00,15,285,1,"Null: Green v Green 2","null",1
4,21,3,2,5,67,1,11,0.00800186564457549,2018-06-14 11:15:00,2018-06-14 11:30:00,15,300,1,"Null: Green v Green 2","null",1
4,22,2,2,4,72,-1,11,0.00800186564457549,2018-06-14 11:30:00,2018-06-14 11:45:00,15,315,1,"Null: Green v Green 2","null",1
4,23,1,0,1,76,1,12,0.00800186564457549,2018-06-14 11:45:00,2018-06-14 12:00:00,15,330,1,"Null: Green v Green 2","null",1
4,24,1,0,1,77,-1,12,0.00800186564457549,2018-06-14 12:00:00,2018-06-14 12:15:00,15,345,1,"Null: Green v Green 2","null",1
4,25,2,1,3,78,1,13,0.00800186564457549,2018-06-14 12:15:00,2018-06-14 12:30:00,15,360,1,"Null: Green v Green 2","null",1
4,26,0,2,2,81,-1,13,0.00800186564457549,2018-06-14 12:30:00,2018-06-14 12:45:00,15,375,1,"Null: Green v Green 2","null",1
4,27,1,3,4,83,1,14,0.00800186564457549,2018-06-14 12:45:00,2018-06-14 13:00:00,15,390,1,"Null: Green v Green 2","null",1
4,28,1,0,1,87,-1,14,0.00800186564457549,2018-06-14 13:00:00,2018-06-14 13:15:00,15,405,1,"Null: Green v Green 2","null",1
4,29,2,0,2,88,1,15,0.00800186564457549,2018-06-14 13:15:00,2018-06-14 13:30:00,15,420,1,"Null: Green v Green 2","null",1
4,30,2,2,4,90,-1,15,0.00800186564457549,2018-06-14 13:30:00,2018-06-14 13:45:00,15,435,1,"Null: Green v Green 2","null",1
4,31,0,1,1,94,1,16,0.00800186564457549,2018-06-14 13:45:00,2018-06-14 14:00:00,15,450,1,"Null: Green v Green 2","null",1
4,32,1,2,3,95,-1,16,0.00800186564457549,2018-06-14 14:00:00,2018-06-14 14:15:00,15,465,1,"Null: Green v Green 2","null",1
4,33,2,0,2,98,1,17,0.00800186564457549,2018-06-14 14:15:00,2018-06-14 14:30:00,15,480,1,"Null: Green v Green 2","null",1
4,34,2,2,4,100,-1,17,0.00800186564457549,2018-06-14 14:30:00,2018-06-14 14:45:00,15,495,1,"Null: Green v Green 2","null",1
4,35,0,1,1,104,1,18,0.00800186564457549,2018-06-14 14:45:00,2018-06-14 15:00:00,15,510,1,"Null: Green v Green 2","null",1
4,36,1,3,4,105,-1,18,0.00800186564457549,2018-06-14 15:00:00,2018-06-14 15:15:00,15,525,1,"Null: Green v Green 2","null",1
4,37,1,1,2,109,1,19,0.00800186564457549,2018-06-14 15:15:00,2018-06-14 15:30:00,15,540,1,"Null: Green v Green 2","null",1
4,38,1,1,2,111,-1,19,0.00800186564457549,2018-06-14 15:30:00,2018-06-14 15:45:00,15,555,1,"Null: Green v Green 2","null",1
4,39,3,2,5,113,1,20,0.00800186564457549,2018-06-14 15:45:00,2018-06-14 16:00:00,15,570,1,"Null: Green v Green 2","null",1
4,40,1,3,4,118,-1,20,0.00800186564457549,2018-06-14 16:00:00,2018-06-14 16:15:00,15,585,1,"Null: Green v Green 2","null",1
4,41,3,2,5,122,1,21,0.00800186564457549,2018-06-14 16:15:00,2018-06-14 16:30:00,15,600,1,"Null: Green v Green 2","null",1
4,42,1,3,4,127,-1,21,0.00800186564457549,2018-06-14 16:30:00,2018-06-14 16:45:00,15,615,1,"Null: Green v Green 2","null",1
4,43,2,0,2,131,1,22,0.00800186564457549,2018-06-14 16:45:00,2018-06-14 17:00:00,15,630,1,"Null: Green v Green 2","null",1
4,44,2,1,3,133,-1,22,0.00800186564457549,2018-06-14 17:00:00,2018-06-14 17:15:00,15,645,1,"Null: Green v Green 2","null",1
4,45,3,1,4,136,1,23,0.00800186564457549,2018-06-14 17:15:00,2018-06-14 17:30:00,15,660,1,"Null: Green v Green 2","null",1
4,46,2,3,5,140,-1,23,0.00800186564457549,2018-06-14 17:30:00,2018-06-14 17:45:00,15,675,1,"Null: Green v Green 2","null",1
5,1,0,0,0,0,1,1,0.000560394893961737,2018-06-20 13:45:00,2018-06-20 14:00:00,15,0,1,"Null: UV v UV","null",3
5,2,3,7,10,0,-1,1,0.000560394893961737,2018-06-20 14:00:00,2018-06-20 14:15:00,15,15,1,"Null: UV v UV","null",3
5,3,6,2,8,10,1,2,0.000560394893961737,2018-06-20 14:15:00,2018-06-20 14:30:00,15,30,1,"Null: UV v UV","null",3
5,4,3,4,7,18,-1,2,0.000560394893961737,2018-06-20 14:30:00,2018-06-20 14:45:00,15,45,1,"Null: UV v UV","null",3
5,5,5,2,7,25,1,3,0.000560394893961737,2018-06-20 14:45:00,2018-06-20 15:00:00,15,60,1,"Null: UV v UV","null",3
5,6,1,1,2,32,-1,3,0.000560394893961737,2018-06-20 15:00:00,2018-06-20 15:15:00,15,75,1,"Null: UV v UV","null",3
5,7,4,3,7,34,1,4,0.000560394893961737,2018-06-20 15:15:00,2018-06-20 15:30:00,15,90,1,"Null: UV v UV","null",3
5,8,1,6,7,41,-1,4,0.000560394893961737,2018-06-20 15:30:00,2018-06-20 15:45:00,15,105,1,"Null: UV v UV","null",3
5,9,4,1,5,48,1,5,0.000560394893961737,2018-06-20 15:45:00,2018-06-20 16:00:00,15,120,1,"Null: UV v UV","null",3
5,10,2,6,8,53,-1,5,0.000560394893961737,2018-06-20 16:00:00,2018-06-20 16:15:00,15,135,1,"Null: UV v UV","null",3
5,11,5,2,7,61,1,6,0.000560394893961737,2018-06-20 16:15:00,2018-06-20 16:30:00,15,150,1,"Null: UV v UV","null",3
5,12,3,5,8,68,-1,6,0.000560394893961737,2018-06-20 16:30:00,2018-06-20 16:45:00,15,165,1,"Null: UV v UV","null",3
5,13,3,3,6,76,1,7,0.000560394893961737,2018-06-20 16:45:00,2018-06-20 17:00:00,15,180,1,"Null: UV v UV","null",3
5,14,4,3,7,82,-1,7,0.000560394893961737,2018-06-20 17:00:00,2018-06-20 17:15:00,15,195,1,"Null: UV v UV","null",3
5,15,4,3,7,89,1,8,0.000560394893961737,2018-06-20 17:15:00,2018-06-20 17:30:00,15,210,1,"Null: UV v UV","null",3
5,16,2,7,9,96,-1,8,0.000560394893961737,2018-06-20 17:30:00,2018-06-20 17:45:00,15,225,1,"Null: UV v UV","null",3
6,1,3,4,7,0,1,1,0.000973422900681097,2018-06-20 06:30:00,2018-06-20 06:45:00,15,0,1,"Null: Red v Red","null",2
6,2,3,4,7,7,-1,1,0.000973422900681097,2018-06-20 06:45:00,2018-06-20 07:00:00,15,15,1,"Null: Red v Red","null",2
6,3,3,2,5,14,1,2,0.000973422900681097,2018-06-20 07:00:00,2018-06-20 07:15:00,15,30,1,"Null: Red v Red","null",2
6,4,1,3,4,19,-1,2,0.000973422900681097,2018-06-20 07:15:00,2018-06-20 07:30:00,15,45,1,"Null: Red v Red","null",2
6,5,3,2,5,23,1,3,0.000973422900681097,2018-06-20 07:30:00,2018-06-20 07:45:00,15,60,1,"Null: Red v Red","null",2
6,6,4,8,12,28,-1,3,0.000973422900681097,2018-06-20 07:45:00,2018-06-20 08:00:00,15,75,1,"Null: Red v Red","null",2
6,7,4,4,8,40,1,4,0.000973422900681097,2018-06-20 08:00:00,2018-06-20 08:15:00,15,90,1,"Null: Red v Red","null",2
6,8,2,3,5,48,-1,4,0.000973422900681097,2018-06-20 08:15:00,2018-06-20 08:30:00,15,105,1,"Null: Red v Red","null",2
6,9,7,6,13,53,1,5,0.000973422900681097,2018-06-20 08:30:00,2018-06-20 08:45:00,15,120,1,"Null: Red v Red","null",2
6,10,4,7,11,66,-1,5,0.000973422900681097,2018-06-20 08:45:00,2018-06-20 09:00:00,15,135,1,"Null: Red v Red","null",2
6,11,7,2,9,77,1,6,0.000973422900681097,2018-06-20 09:00:00,2018-06-20 09:15:00,15,150,1,"Null: Red v Red","null",2
6,12,5,8,13,86,-1,6,0.000973422900681097,2018-06-20 09:15:00,2018-06-20 09:30:00,15,165,1,"Null: Red v Red","null",2
6,13,3,3,6,99,1,7,0.000973422900681097,2018-06-20 09:30:00,2018-06-20 09:45:00,15,180,1,"Null: Red v Red","null",2
6,14,2,7,9,105,-1,7,0.000973422900681097,2018-06-20 09:45:00,2018-06-20 10:00:00,15,195,1,"Null: Red v Red","null",2
6,15,4,3,7,114,1,8,0.000973422900681097,2018-06-20 10:00:00,2018-06-20 10:15:00,15,210,1,"Null: Red v Red","null",2
6,16,5,6,11,121,-1,8,0.000973422900681097,2018-06-20 10:15:00,2018-06-20 10:30:00,15,225,1,"Null: Red v Red","null",2
6,17,3,3,6,132,1,9,0.000973422900681097,2018-06-20 10:30:00,2018-06-20 10:45:00,15,240,1,"Null: Red v Red","null",2
6,18,5,7,12,138,-1,9,0.000973422900681097,2018-06-20 10:45:00,2018-06-20 11:00:00,15,255,1,"Null: Red v Red","null",2
6,19,4,2,6,150,1,10,0.000973422900681097,2018-06-20 11:00:00,2018-06-20 11:15:00,15,270,1,"Null: Red v Red","null",2
6,20,4,3,7,156,-1,10,0.000973422900681097,2018-06-20 11:15:00,2018-06-20 11:30:00,15,285,1,"Null: Red v Red","null",2
6,21,3,2,5,163,1,11,0.000973422900681097,2018-06-20 12:00:00,2018-06-20 12:15:00,15,300,1,"Null: Red v Red","null",2
6,22,3,7,10,168,-1,11,0.000973422900681097,2018-06-20 12:15:00,2018-06-20 12:30:00,15,315,1,"Null: Red v Red","null",2
6,23,6,2,8,178,1,12,0.000973422900681097,2018-06-20 12:30:00,2018-06-20 12:45:00,15,330,1,"Null: Red v Red","null",2
6,24,2,4,6,186,-1,12,0.000973422900681097,2018-06-20 12:45:00,2018-06-20 13:00:00,15,345,1,"Null: Red v Red","null",2
6,25,3,2,5,192,1,13,0.000973422900681097,2018-06-20 13:00:00,2018-06-20 13:15:00,15,360,1,"Null: Red v Red","null",2
7,1,17,8,25,0,1,1,0.308956673665032,2016-06-20 06:23:00,2016-06-20 06:32:00,9,0,0,"UV^72+Red^26 v UV","nonspectral",2
7,2,15,10,25,25,-1,1,0.308956673665032,2016-06-20 06:32:00,2016-06-20 06:48:00,16,9,0,"UV^72+Red^26 v UV","nonspectral",2
7,3,16,9,25,50,1,2,0.308956673665032,2016-06-20 06:48:00,2016-06-20 07:01:00,13,25,0,"UV^72+Red^26 v UV","nonspectral",2
7,4,15,10,25,75,-1,2,0.308956673665032,2016-06-20 07:01:00,2016-06-20 07:20:00,19,38,0,"UV^72+Red^26 v UV","nonspectral",2
7,5,14,11,25,100,1,3,0.308956673665032,2016-06-20 07:20:00,2016-06-20 07:30:00,10,57,0,"UV^72+Red^26 v UV","nonspectral",2
7,6,12,13,25,125,-1,3,0.308956673665032,2016-06-20 07:30:00,2016-06-20 07:45:00,15,67,0,"UV^72+Red^26 v UV","nonspectral",2
7,7,15,10,25,150,1,4,0.308956673665032,2016-06-20 07:45:00,2016-06-20 07:50:00,5,82,0,"UV^72+Red^26 v UV","nonspectral",2
7,8,13,12,25,175,-1,4,0.308956673665032,2016-06-20 07:50:00,2016-06-20 08:00:00,10,87,0,"UV^72+Red^26 v UV","nonspectral",2
7,9,15,10,25,200,1,5,0.308956673665032,2016-06-20 08:00:00,2016-06-20 08:10:00,10,97,0,"UV^72+Red^26 v UV","nonspectral",2
7,10,17,8,25,225,-1,5,0.308956673665032,2016-06-20 08:10:00,2016-06-20 08:23:00,13,107,0,"UV^72+Red^26 v UV","nonspectral",2
7,11,15,10,25,250,1,6,0.308956673665032,2016-06-20 08:23:00,2016-06-20 08:38:00,15,120,0,"UV^72+Red^26 v UV","nonspectral",2
7,12,16,9,25,275,-1,6,0.308956673665032,2016-06-20 08:38:00,2016-06-20 08:48:00,10,135,0,"UV^72+Red^26 v UV","nonspectral",2
7,13,13,12,25,300,1,7,0.308956673665032,2016-06-20 08:48:00,2016-06-20 09:10:00,22,145,0,"UV^72+Red^26 v UV","nonspectral",2
7,14,15,10,25,325,-1,7,0.308956673665032,2016-06-20 09:10:00,2016-06-20 09:18:00,8,167,0,"UV^72+Red^26 v UV","nonspectral",2
7,15,16,9,25,350,1,8,0.308956673665032,2016-06-20 09:18:00,2016-06-20 09:40:00,22,175,0,"UV^72+Red^26 v UV","nonspectral",2
7,16,18,7,25,375,-1,8,0.308956673665032,2016-06-20 09:40:00,2016-06-20 10:02:00,22,197,0,"UV^72+Red^26 v UV","nonspectral",2
7,17,15,11,26,400,1,9,0.308956673665032,2016-06-20 10:02:00,2016-06-20 10:18:00,16,219,0,"UV^72+Red^26 v UV","nonspectral",2
7,18,19,6,25,426,-1,9,0.308956673665032,2016-06-20 10:18:00,2016-06-20 10:31:00,13,235,0,"UV^72+Red^26 v UV","nonspectral",2
7,19,15,10,25,451,1,10,0.308956673665032,2016-06-20 10:31:00,2016-06-20 10:48:00,17,248,0,"UV^72+Red^26 v UV","nonspectral",2
7,20,18,7,25,476,-1,10,0.308956673665032,2016-06-20 10:48:00,2016-06-20 11:03:00,15,265,0,"UV^72+Red^26 v UV","nonspectral",2
